ID;GPS_TIME;H:M:S;X(m);Y(m);Z(m);SIGX(m);SIGY(m);SIGZ(m);DE(m);SIGDE(m);DN(m);SIGDN(m);DU(m);SIGDU(m);2D_ERROR(m);3D_ERROR(m);Lat(deg);Lon(deg);h_geo(m);H_Orto(m);dtr(m);TZH(m);TZW(m);TZD(m);GOM;N_SAT;LOM;Qui_Tab;HDOP;VDOP;PDOP;GDOP
79;260370.00;00:19:30.00;4081095.5166;-4457449.3795;-2034743.0521;0.2640;0.1605;0.0564;-0.0348;0.1169;0.2631;0.0644;0.1141;0.2843;0.2654;0.2889;-18.72410115;-47.52379534;912.582996;922.296734;-10.365752;2.079991;0.248855;2.328845;0.252987;8;0.606249;7.815178;0.133453;0.284274;0.314041;0.403606
80;260385.00;00:19:45.00;4081095.5336;-4457449.3964;-2034743.0533;0.2602;0.1577;0.0555;-0.0337;0.1152;0.2697;0.0633;0.1371;0.2800;0.2718;0.3045;-18.72410109;-47.52379533;912.605991;922.319729;-10.326106;2.079991;0.246501;2.326492;0.254753;8;1.115834;7.815178;0.131477;0.279961;0.309297;0.396491
81;260400.00;00:19:60.00;4081095.5389;-4457449.4029;-2034743.0528;0.2565;0.1551;0.0546;-0.0342;0.1136;0.2729;0.0623;0.1449;0.2757;0.2750;0.3109;-18.72410107;-47.52379533;912.613784;922.327523;-10.334344;2.079991;0.245279;2.325269;0.252120;8;0.224314;7.815178;0.129537;0.275739;0.304650;0.389555
82;260415.00;00:20:15.00;4081095.5330;-4457449.3969;-2034743.0521;0.2528;0.1525;0.0537;-0.0345;0.1120;0.2708;0.0612;0.1367;0.2716;0.2729;0.3052;-18.72410109;-47.52379533;912.605538;922.319276;-10.361841;2.079991;0.246621;2.326611;0.251868;8;0.703992;7.815178;0.127634;0.271606;0.300100;0.382794
83;260430.00;00:20:30.00;4081095.5418;-4457449.4054;-2034743.0539;0.2492;0.1500;0.0528;-0.0337;0.1104;0.2730;0.0603;0.1488;0.2676;0.2751;0.3127;-18.72410106;-47.52379533;912.617700;922.331438;-10.368985;2.079991;0.243997;2.323988;0.251616;8;0.702497;7.815178;0.125765;0.267560;0.295643;0.376203
84;260445.00;00:20:45.00;4081095.5510;-4457449.4145;-2034743.0548;0.2457;0.1476;0.0520;-0.0331;0.1088;0.2764;0.0593;0.1613;0.2636;0.2783;0.3217;-18.72410103;-47.52379532;912.630194;922.343933;-10.368600;2.079991;0.241298;2.321288;0.251818;8;0.798095;7.815178;0.123930;0.263600;0.291279;0.369778
85;260460.00;00:21:00.00;4081095.5475;-4457449.4164;-2034743.0553;0.2422;0.1452;0.0512;-0.0369;0.1073;0.2755;0.0583;0.1606;0.2597;0.2780;0.3210;-18.72410104;-47.52379536;912.629489;922.343228;-10.364633;2.079991;0.240361;2.320352;0.250489;8;0.466913;7.815178;0.122129;0.259723;0.287005;0.363514
86;260475.00;00:21:15.00;4081095.5531;-4457449.4151;-2034743.0542;0.2388;0.1429;0.0504;-0.0319;0.1058;0.2775;0.0574;0.1630;0.2559;0.2794;0.3234;-18.72410102;-47.52379531;912.631850;922.345589;-10.384278;2.079991;0.239737;2.319728;0.248356;8;0.282282;7.815178;0.120361;0.255929;0.282819;0.357406
87;260490.00;00:21:30.00;4081095.5567;-4457449.4208;-2034743.0552;0.2354;0.1407;0.0496;-0.0332;0.1043;0.2787;0.0565;0.1695;0.2522;0.2806;0.3279;-18.72410101;-47.52379532;912.638403;922.352142;-10.377758;2.079991;0.238556;2.318547;0.247325;8;0.515244;7.815178;0.118626;0.252215;0.278719;0.351450
88;260505.00;00:21:45.00;4081095.5651;-4457449.4337;-2034743.0593;0.2321;0.1385;0.0488;-0.0357;0.1028;0.2797;0.0556;0.1853;0.2486;0.2819;0.3374;-18.72410100;-47.52379534;912.654147;922.367885;-10.366399;2.079991;0.235367;2.315358;0.251225;8;1.623278;7.815178;0.116922;0.248579;0.274704;0.345642
89;260520.00;00:21:60.00;4081095.5680;-4457449.4378;-2034743.0602;0.2289;0.1364;0.0481;-0.0363;0.1014;0.2805;0.0548;0.1903;0.2450;0.2828;0.3408;-18.72410100;-47.52379535;912.659131;922.372870;-10.377237;2.079991;0.233485;2.313476;0.250151;8;0.507877;7.815178;0.115250;0.245020;0.270772;0.339977
90;260535.00;00:22:15.00;4081095.5627;-4457449.4367;-2034743.0609;0.2257;0.1343;0.0474;-0.0395;0.1000;0.2783;0.0539;0.1864;0.2415;0.2811;0.3373;-18.72410102;-47.52379538;912.655229;922.368967;-10.419599;2.079991;0.232509;2.312500;0.250476;8;0.825803;7.815178;0.113609;0.241537;0.266921;0.334451
91;260550.00;00:22:30.00;4081095.5597;-4457449.4358;-2034743.0614;0.2226;0.1323;0.0467;-0.0411;0.0986;0.2771;0.0531;0.1840;0.2381;0.2801;0.3351;-18.72410103;-47.52379540;912.652821;922.366559;-10.423494;2.079991;0.231427;2.311418;0.249036;8;0.413002;7.815178;0.111997;0.238126;0.263149;0.329061
92;260565.00;00:22:45.00;4081095.5548;-4457449.4313;-2034743.0610;0.2196;0.1303;0.0460;-0.0416;0.0972;0.2753;0.0523;0.1775;0.2348;0.2784;0.3302;-18.72410104;-47.52379540;912.646393;922.360131;-10.442267;2.079991;0.232430;2.312421;0.247880;8;0.472020;7.815178;0.110415;0.234788;0.259455;0.323802
93;260580.00;00:22:60.00;4081095.5529;-4457449.4313;-2034743.0618;0.2166;0.1284;0.0453;-0.0430;0.0959;0.2740;0.0515;0.1765;0.2315;0.2774;0.3288;-18.72410106;-47.52379541;912.645419;922.359157;-10.432810;2.079991;0.232168;2.312159;0.246415;8;0.390578;7.815178;0.108863;0.231519;0.255836;0.318671
94;260595.00;00:23:15.00;4081095.5538;-4457449.4316;-2034743.0628;0.2136;0.1266;0.0447;-0.0426;0.0946;0.2734;0.0508;0.1777;0.2283;0.2767;0.3289;-18.72410106;-47.52379541;912.646586;922.360324;-10.440780;2.079991;0.231792;2.311782;0.246197;8;0.685934;7.815178;0.107338;0.228319;0.252291;0.313664
95;260610.00;00:23:30.00;4081095.5532;-4457449.4324;-2034743.0643;0.2108;0.1247;0.0440;-0.0436;0.0933;0.2721;0.0500;0.1783;0.2252;0.2755;0.3282;-18.72410107;-47.52379542;912.647218;922.360956;-10.425440;2.079991;0.230899;2.310889;0.247494;8;1.058958;7.815178;0.105842;0.225185;0.248819;0.308777
96;260625.00;00:23:45.00;4081095.5418;-4457449.4261;-2034743.0632;0.2079;0.1230;0.0434;-0.0477;0.0920;0.2691;0.0493;0.1663;0.2221;0.2733;0.3199;-18.72410110;-47.52379546;912.635173;922.348911;-10.430887;2.079991;0.232145;2.312135;0.247751;8;0.806849;7.815178;0.104373;0.222117;0.245417;0.304007
97;260640.00;00:23:60.00;4081095.5439;-4457449.4263;-2034743.0631;0.2051;0.1212;0.0428;-0.0464;0.0907;0.2698;0.0486;0.1677;0.2191;0.2737;0.3210;-18.72410109;-47.52379545;912.636607;922.350345;-10.441747;2.079991;0.231373;2.311363;0.249371;8;1.152919;7.815178;0.102932;0.219112;0.242085;0.299350
98;260655.00;00:24:15.00;4081095.5469;-4457449.4274;-2034743.0655;0.2024;0.1195;0.0422;-0.0448;0.0895;0.2684;0.0479;0.1712;0.2162;0.2721;0.3215;-18.72410111;-47.52379543;912.640115;922.353854;-10.463665;2.079991;0.230519;2.310510;0.249952;8;0.897020;7.815178;0.101516;0.216169;0.238819;0.294804
99;260670.00;00:24:30.00;4081095.5505;-4457449.4285;-2034743.0666;0.1997;0.1179;0.0416;-0.0429;0.0883;0.2684;0.0472;0.1746;0.2133;0.2718;0.3230;-18.72410111;-47.52379541;912.643495;922.357233;-10.459153;2.079991;0.229693;2.309684;0.250485;8;0.887737;7.815178;0.100127;0.213287;0.235620;0.290365
100;260685.00;00:24:45.00;4081095.5501;-4457449.4281;-2034743.0671;0.1971;0.1163;0.0410;-0.0430;0.0871;0.2677;0.0466;0.1742;0.2105;0.2712;0.3223;-18.72410111;-47.52379541;912.643081;922.356819;-10.456266;2.079991;0.229914;2.309905;0.250066;8;0.641836;7.815178;0.098763;0.210464;0.232485;0.286029
101;260700.00;00:25:00.00;4081095.5504;-4457449.4272;-2034743.0663;0.1945;0.1147;0.0405;-0.0421;0.0859;0.2683;0.0459;0.1736;0.2077;0.2716;0.3223;-18.72410111;-47.52379540;912.642437;922.356176;-10.470917;2.079991;0.230566;2.310556;0.249467;8;0.591408;7.815178;0.097423;0.207699;0.229413;0.281795
102;260715.00;00:25:15.00;4081095.5565;-4457449.4301;-2034743.0662;0.1920;0.1132;0.0399;-0.0396;0.0848;0.2705;0.0453;0.1795;0.2050;0.2733;0.3270;-18.72410109;-47.52379538;912.648349;922.362088;-10.459740;2.079991;0.231463;2.311454;0.249710;8;0.813523;7.815178;0.096109;0.204990;0.226402;0.277658
103;260730.00;00:25:30.00;4081095.5610;-4457449.4318;-2034743.0665;0.1895;0.1117;0.0394;-0.0374;0.0836;0.2715;0.0447;0.1836;0.2023;0.2741;0.3299;-18.72410108;-47.52379536;912.652437;922.366175;-10.460560;2.079991;0.230877;2.310867;0.249726;8;0.753539;7.815178;0.094818;0.202336;0.223451;0.273617
104;260745.00;00:25:45.00;4081095.5562;-4457449.4273;-2034743.0662;0.1871;0.1102;0.0388;-0.0379;0.0825;0.2697;0.0441;0.1773;0.1997;0.2723;0.3250;-18.72410109;-47.52379537;912.646165;922.359903;-10.464824;2.079991;0.231445;2.311435;0.248277;8;0.351981;7.815178;0.093551;0.199736;0.220559;0.269668
105;260760.00;00:25:60.00;4081095.5587;-4457449.4282;-2034743.0664;0.1847;0.1088;0.0383;-0.0367;0.0814;0.2702;0.0435;0.1796;0.1972;0.2727;0.3265;-18.72410109;-47.52379535;912.648422;922.362160;-10.459547;2.079991;0.231462;2.311453;0.247207;8;0.448427;7.815178;0.092307;0.197188;0.217724;0.265809
106;260775.00;00:26:15.00;4081095.5582;-4457449.4265;-2034743.0670;0.1823;0.1074;0.0378;-0.0359;0.0804;0.2692;0.0429;0.1783;0.1947;0.2716;0.3249;-18.72410110;-47.52379535;912.647144;922.360882;-10.483520;2.079991;0.231074;2.311064;0.249534;8;1.393256;7.815178;0.091085;0.194691;0.214944;0.262037
107;260790.00;00:26:30.00;4081095.5564;-4457449.4245;-2034743.0664;0.1800;0.1060;0.0373;-0.0358;0.0793;0.2689;0.0423;0.1755;0.1922;0.2713;0.3231;-18.72410110;-47.52379535;912.644414;922.358152;-10.484271;2.079991;0.231868;2.311859;0.248892;8;0.566881;7.815178;0.089885;0.192244;0.212219;0.258350
108;260805.00;00:26:45.00;4081095.5512;-4457449.4190;-2034743.0658;0.1777;0.1047;0.0369;-0.0360;0.0783;0.2671;0.0418;0.1682;0.1898;0.2695;0.3177;-18.72410112;-47.52379535;912.637066;922.350804;-10.520495;2.079991;0.233913;2.313904;0.249849;8;1.020544;7.815178;0.088707;0.189845;0.209548;0.254745
109;260820.00;00:26:60.00;4081095.5510;-4457449.4177;-2034743.0658;0.1755;0.1034;0.0364;-0.0353;0.0772;0.2667;0.0412;0.1671;0.1875;0.2690;0.3167;-18.72410112;-47.52379534;912.635981;922.349719;-10.555541;2.079991;0.234298;2.314289;0.252240;8;1.440324;7.815178;0.087551;0.187494;0.206928;0.251220
110;260835.00;00:27:15.00;4081095.5495;-4457449.4168;-2034743.0659;0.1733;0.1021;0.0359;-0.0358;0.0762;0.2660;0.0407;0.1656;0.1852;0.2684;0.3154;-18.72410113;-47.52379535;912.634470;922.348208;-10.600792;2.079991;0.234641;2.314631;0.253832;8;1.221717;7.815178;0.086415;0.185189;0.204358;0.247772
111;260850.00;00:27:30.00;4081095.5490;-4457449.4157;-2034743.0662;0.1712;0.1009;0.0355;-0.0354;0.0753;0.2654;0.0402;0.1647;0.1829;0.2677;0.3143;-18.72410113;-47.52379534;912.633526;922.347264;-10.616772;2.079991;0.235095;2.315086;0.256019;8;1.406693;7.815178;0.085300;0.182928;0.201839;0.244401
112;260865.00;00:27:45.00;4081095.5451;-4457449.4130;-2034743.0652;0.1691;0.0997;0.0350;-0.0364;0.0743;0.2649;0.0397;0.1599;0.1807;0.2674;0.3115;-18.72410114;-47.52379535;912.628777;922.342515;-10.640191;2.079991;0.236040;2.316031;0.257523;8;1.216269;7.815178;0.084204;0.180712;0.199367;0.241102
113;260880.00;00:28:00.00;4081095.5402;-4457449.4104;-2034743.0642;0.1670;0.0985;0.0346;-0.0383;0.0733;0.2641;0.0392;0.1546;0.1785;0.2669;0.3084;-18.72410115;-47.52379537;912.623472;922.337210;-10.683062;2.079991;0.237112;2.317102;0.256150;8;0.359246;7.815178;0.083128;0.178539;0.196943;0.237875
114;260895.00;00:28:15.00;4081095.5381;-4457449.4081;-2034743.0639;0.1650;0.0973;0.0342;-0.0383;0.0724;0.2634;0.0387;0.1516;0.1764;0.2662;0.3063;-18.72410115;-47.52379537;912.620464;922.334202;-10.677741;2.079991;0.237745;2.317736;0.255856;8;0.679189;7.815178;0.082071;0.176407;0.194564;0.234718
115;260910.00;00:28:30.00;4081095.5387;-4457449.4072;-2034743.0637;0.1630;0.0962;0.0338;-0.0372;0.0715;0.2635;0.0382;0.1513;0.1743;0.2661;0.3061;-18.72410115;-47.52379536;912.620146;922.333884;-10.677571;2.079991;0.237372;2.317363;0.256206;8;0.875039;7.815178;0.081033;0.174317;0.192231;0.231627
116;260925.00;00:28:45.00;4081095.5345;-4457449.4050;-2034743.0631;0.1610;0.0951;0.0334;-0.0388;0.0706;0.2626;0.0377;0.1469;0.1723;0.2655;0.3034;-18.72410116;-47.52379537;912.615755;922.329492;-10.695535;2.079991;0.238276;2.318267;0.258559;8;1.497872;7.815178;0.080014;0.172266;0.189941;0.228603
117;260940.00;00:29:00.00;4081095.5321;-4457449.4026;-2034743.0631;0.1591;0.0940;0.0330;-0.0390;0.0697;0.2616;0.0372;0.1436;0.1703;0.2645;0.3010;-18.72410117;-47.52379538;912.612494;922.326232;-10.711423;2.079991;0.238115;2.318105;0.257847;8;0.552745;7.815178;0.079012;0.170254;0.187695;0.225642
118;260955.00;00:29:15.00;4081095.5350;-4457449.4031;-2034743.0646;0.1572;0.0929;0.0326;-0.0372;0.0688;0.2609;0.0368;0.1464;0.1683;0.2635;0.3014;-18.72410117;-47.52379536;912.615224;922.328962;-10.748878;2.079991;0.237985;2.317975;0.259671;8;1.349942;7.815178;0.078028;0.168280;0.185490;0.222743
119;260970.00;00:29:30.00;4081095.5335;-4457449.4008;-2034743.0642;0.1554;0.0919;0.0322;-0.0367;0.0679;0.2604;0.0364;0.1437;0.1663;0.2630;0.2997;-18.72410118;-47.52379535;912.612527;922.326265;-10.750638;2.079991;0.238076;2.318067;0.261151;8;1.251359;7.815178;0.077062;0.166343;0.183326;0.219904
120;260985.00;00:29:45.00;4081095.5307;-4457449.3987;-2034743.0638;0.1535;0.0908;0.0318;-0.0374;0.0671;0.2597;0.0359;0.1402;0.1644;0.2623;0.2974;-18.72410119;-47.52379536;912.609063;922.322801;-10.744125;2.079991;0.237670;2.317661;0.260485;8;0.568721;7.815178;0.076112;0.164442;0.181202;0.217124
121;261000.00;00:29:60.00;4081095.5250;-4457449.3937;-2034743.0629;0.1517;0.0898;0.0314;-0.0382;0.0663;0.2581;0.0355;0.1328;0.1626;0.2609;0.2928;-18.72410120;-47.52379537;912.601645;922.315383;-10.745057;2.079991;0.239166;2.319156;0.259723;8;0.533985;7.815178;0.075179;0.162576;0.179116;0.214401
122;261015.00;00:30:15.00;4081095.5239;-4457449.3938;-2034743.0628;0.1500;0.0888;0.0311;-0.0391;0.0655;0.2579;0.0351;0.1322;0.1607;0.2609;0.2925;-18.72410120;-47.52379538;912.601050;922.314788;-10.774992;2.079991;0.239796;2.319786;0.260543;8;1.048002;7.815178;0.074262;0.160744;0.177069;0.211734
123;261030.00;00:30:30.00;4081095.5183;-4457449.3903;-2034743.0620;0.1483;0.0879;0.0307;-0.0408;0.0647;0.2567;0.0347;0.1259;0.1589;0.2600;0.2888;-18.72410121;-47.52379539;912.594744;922.308482;-10.775997;2.079991;0.240966;2.320956;0.260606;8;0.802570;7.815178;0.073361;0.158946;0.175059;0.209121
124;261045.00;00:30:45.00;4081095.5002;-4457449.3767;-2034743.0589;0.1466;0.0869;0.0304;-0.0451;0.0639;0.2525;0.0343;0.1038;0.1572;0.2565;0.2767;-18.72410125;-47.52379543;912.572628;922.286365;-10.824657;2.079991;0.243589;2.323580;0.264287;8;2.011296;7.815178;0.072475;0.157181;0.173086;0.206560
125;261060.00;00:30:60.00;4081095.4960;-4457449.3737;-2034743.0582;0.1449;0.0860;0.0300;-0.0461;0.0631;0.2515;0.0339;0.0988;0.1554;0.2557;0.2742;-18.72410126;-47.52379544;912.567694;922.281432;-10.848950;2.079991;0.243876;2.323867;0.264859;8;0.985599;7.815178;0.071605;0.155448;0.171147;0.204050
126;261075.00;00:31:15.00;4081095.4991;-4457449.3737;-2034743.0580;0.1432;0.0851;0.0297;-0.0438;0.0623;0.2524;0.0335;0.1008;0.1537;0.2562;0.2753;-18.72410125;-47.52379542;912.569627;922.283365;-10.868736;2.079991;0.243987;2.323978;0.265569;8;1.035985;7.815178;0.070749;0.153746;0.169244;0.201591
127;261090.00;00:31:30.00;4081095.4991;-4457449.3740;-2034743.0575;0.1416;0.0842;0.0294;-0.0440;0.0616;0.2529;0.0331;0.1008;0.1521;0.2567;0.2758;-18.72410125;-47.52379542;912.569651;922.283389;-10.919760;2.079991;0.244502;2.324493;0.265843;8;0.890587;7.815178;0.069909;0.152075;0.167374;0.199180
128;261105.00;00:31:45.00;4081095.4974;-4457449.3731;-2034743.0565;0.1400;0.0833;0.0290;-0.0447;0.0608;0.2533;0.0327;0.0987;0.1504;0.2572;0.2755;-18.72410124;-47.52379543;912.567546;922.281284;-10.951553;2.079991;0.245989;2.325980;0.268121;8;1.585735;7.815178;0.069082;0.150433;0.165537;0.196816
129;261120.00;00:32:00.00;4081095.4970;-4457449.3733;-2034743.0559;0.1385;0.0825;0.0287;-0.0451;0.0601;0.2538;0.0324;0.0984;0.1488;0.2578;0.2759;-18.72410124;-47.52379543;912.567315;922.281053;-10.945790;2.079991;0.246215;2.326206;0.268428;8;0.911585;7.815178;0.068270;0.148821;0.163733;0.194498
130;261135.00;00:32:15.00;4081095.4992;-4457449.3728;-2034743.0553;0.1370;0.0816;0.0284;-0.0431;0.0594;0.2547;0.0320;0.0993;0.1472;0.2583;0.2768;-18.72410123;-47.52379541;912.568166;922.281904;-10.954638;2.079991;0.245455;2.325446;0.267664;8;0.536420;7.815178;0.067471;0.147236;0.161960;0.192225
131;261150.00;00:32:30.00;4081095.5018;-4457449.3741;-2034743.0559;0.1355;0.0808;0.0281;-0.0421;0.0587;0.2550;0.0317;0.1020;0.1457;0.2585;0.2779;-18.72410123;-47.52379541;912.570891;922.284629;-10.953339;2.079991;0.244449;2.324440;0.266758;8;0.481372;7.815178;0.066686;0.145680;0.160217;0.189995
132;261165.00;00:32:45.00;4081095.5025;-4457449.3743;-2034743.0560;0.1340;0.0800;0.0278;-0.0417;0.0580;0.2552;0.0313;0.1027;0.1442;0.2586;0.2782;-18.72410123;-47.52379540;912.571544;922.285282;-10.976032;2.079991;0.244477;2.324467;0.267444;8;1.045755;7.815178;0.065913;0.144150;0.158505;0.187808
133;261180.00;00:32:60.00;4081095.5043;-4457449.3746;-2034743.0560;0.1325;0.0792;0.0275;-0.0406;0.0573;0.2557;0.0310;0.1040;0.1426;0.2589;0.2790;-18.72410122;-47.52379539;912.572884;922.286622;-11.002401;2.079991;0.244437;2.324427;0.268888;8;1.323629;7.815178;0.065154;0.142647;0.156823;0.185663
134;261195.00;00:33:15.00;4081095.5169;-4457449.3824;-2034743.0571;0.1311;0.0784;0.0272;-0.0366;0.0567;0.2591;0.0306;0.1179;0.1412;0.2617;0.2870;-18.72410119;-47.52379535;912.586728;922.300466;-10.990862;2.079991;0.243166;2.323156;0.269916;8;1.181055;7.815178;0.064408;0.141170;0.155169;0.183558
135;261210.00;00:33:30.00;4081095.5208;-4457449.3842;-2034743.0571;0.1297;0.0777;0.0269;-0.0349;0.0560;0.2605;0.0303;0.1217;0.1397;0.2628;0.2896;-18.72410118;-47.52379534;912.590520;922.304257;-11.033549;2.079991;0.243088;2.323079;0.269185;8;0.541246;7.815178;0.063673;0.139718;0.153543;0.181492
136;261225.00;00:33:45.00;4081095.5227;-4457449.3848;-2034743.0575;0.1283;0.0769;0.0266;-0.0339;0.0553;0.2607;0.0300;0.1234;0.1383;0.2628;0.2904;-18.72410118;-47.52379533;912.592279;922.306017;-11.045136;2.079991;0.242511;2.322502;0.269667;8;0.985951;7.815178;0.062951;0.138291;0.151945;0.179465
137;261240.00;00:33:60.00;4081095.5273;-4457449.3866;-2034743.0583;0.1269;0.0762;0.0264;-0.0317;0.0547;0.2613;0.0297;0.1279;0.1369;0.2632;0.2927;-18.72410117;-47.52379531;912.596767;922.310505;-11.075848;2.079991;0.241580;2.321571;0.269099;8;0.597040;7.815178;0.062241;0.136888;0.150374;0.177475
138;261255.00;00:34:15.00;4081095.5311;-4457449.3863;-2034743.0592;0.1256;0.0755;0.0261;-0.0287;0.0541;0.2612;0.0294;0.1303;0.1355;0.2627;0.2933;-18.72410117;-47.52379528;912.599187;922.312925;-11.083290;2.079991;0.240609;2.320600;0.271035;8;1.535306;7.815178;0.061542;0.135508;0.148828;0.175522
139;261270.00;00:34:30.00;4081095.5309;-4457449.3853;-2034743.0592;0.1243;0.0748;0.0258;-0.0282;0.0535;0.2609;0.0291;0.1296;0.1342;0.2624;0.2927;-18.72410117;-47.52379527;912.598426;922.312163;-11.105992;2.079991;0.240653;2.320644;0.270764;8;0.710435;7.815178;0.060855;0.134151;0.147309;0.173604
140;261285.00;00:34:45.00;4081095.5315;-4457449.3848;-2034743.0589;0.1230;0.0741;0.0256;-0.0274;0.0529;0.2612;0.0288;0.1294;0.1328;0.2626;0.2928;-18.72410117;-47.52379527;912.598284;922.312021;-11.105760;2.079991;0.239522;2.319513;0.269645;8;0.384655;7.815178;0.060179;0.132817;0.145815;0.171721
141;261300.00;00:35:00.00;4081095.5337;-4457449.3847;-2034743.0590;0.1217;0.0734;0.0253;-0.0258;0.0523;0.2616;0.0285;0.1308;0.1315;0.2628;0.2936;-18.72410117;-47.52379525;912.599716;922.313454;-11.089740;2.079991;0.239342;2.319333;0.270737;8;1.229514;7.815178;0.059514;0.131505;0.144345;0.169872
142;261315.00;00:35:15.00;4081095.5342;-4457449.3848;-2034743.0589;0.1204;0.0727;0.0251;-0.0254;0.0517;0.2618;0.0282;0.1312;0.1302;0.2630;0.2939;-18.72410117;-47.52379525;912.600092;922.313829;-11.091514;2.079991;0.240987;2.320978;0.272002;8;1.303125;7.815178;0.058859;0.130214;0.142899;0.168056
143;261330.00;00:35:30.00;4081095.5363;-4457449.3848;-2034743.0593;0.1192;0.0720;0.0248;-0.0239;0.0511;0.2619;0.0279;0.1327;0.1289;0.2630;0.2946;-18.72410117;-47.52379523;912.601558;922.315296;-11.072396;2.079991;0.240194;2.320185;0.270355;8;0.171984;7.815178;0.058215;0.128945;0.141477;0.166272
144;261345.00;00:35:45.00;4081095.5394;-4457449.3863;-2034743.0593;0.1180;0.0714;0.0246;-0.0226;0.0505;0.2629;0.0276;0.1357;0.1277;0.2639;0.2967;-18.72410116;-47.52379522;912.604594;922.318332;-11.084916;2.079991;0.239220;2.319210;0.269912;8;0.636336;7.815178;0.057582;0.127695;0.140078;0.164519
145;261360.00;00:36:00.00;4081095.5400;-4457449.3864;-2034743.0596;0.1168;0.0707;0.0243;-0.0222;0.0500;0.2628;0.0273;0.1362;0.1265;0.2637;0.2968;-18.72410116;-47.52379522;912.605109;922.318847;-11.098450;2.079991;0.238449;2.318439;0.268604;8;0.290577;7.815178;0.056958;0.126466;0.138701;0.162797
146;261375.00;00:36:15.00;4081095.5324;-4457449.3808;-2034743.0593;0.1156;0.0701;0.0241;-0.0240;0.0494;0.2600;0.0271;0.1274;0.1253;0.2611;0.2906;-18.72410118;-47.52379523;912.596254;922.309991;-11.124167;2.079991;0.239012;2.319003;0.269254;8;1.065647;7.815178;0.056344;0.125257;0.137346;0.161105
147;261390.00;00:36:30.00;4081095.5313;-4457449.3794;-2034743.0594;0.1145;0.0695;0.0239;-0.0239;0.0489;0.2594;0.0268;0.1257;0.1241;0.2605;0.2893;-18.72410119;-47.52379523;912.594601;922.308339;-11.163196;2.079991;0.239676;2.319667;0.268524;8;0.513767;7.815178;0.055740;0.124066;0.136012;0.159442
148;261405.00;00:36:45.00;4081095.5332;-4457449.3801;-2034743.0598;0.1133;0.0689;0.0236;-0.0230;0.0483;0.2596;0.0265;0.1276;0.1229;0.2606;0.2902;-18.72410119;-47.52379522;912.596457;922.310194;-11.163609;2.079991;0.239062;2.319052;0.267485;8;0.383705;7.815178;0.055145;0.122895;0.134700;0.157808
149;261420.00;00:36:60.00;4081095.5342;-4457449.3800;-2034743.0603;0.1122;0.0683;0.0234;-0.0222;0.0478;0.2593;0.0263;0.1283;0.1217;0.2602;0.2902;-18.72410119;-47.52379522;912.597208;922.310945;-11.168181;2.079991;0.239534;2.319524;0.266874;8;0.552523;7.815178;0.054560;0.121741;0.133408;0.156201
150;261435.00;00:37:15.00;4081095.5312;-4457449.3783;-2034743.0603;0.1111;0.0677;0.0232;-0.0233;0.0473;0.2583;0.0260;0.1252;0.1206;0.2593;0.2879;-18.72410120;-47.52379523;912.594047;922.307785;-11.189077;2.079991;0.240152;2.320142;0.266676;8;0.718965;7.815178;0.053984;0.120606;0.132136;0.154622
151;261450.00;00:37:30.00;4081095.5331;-4457449.3788;-2034743.0608;0.1100;0.0671;0.0230;-0.0222;0.0468;0.2583;0.0258;0.1269;0.1195;0.2593;0.2887;-18.72410120;-47.52379522;912.595802;922.309540;-11.196201;2.079991;0.240104;2.320094;0.267262;8;1.043205;7.815178;0.053416;0.119488;0.130884;0.153069
152;261465.00;00:37:45.00;4081095.5353;-4457449.3793;-2034743.0611;0.1089;0.0665;0.0227;-0.0209;0.0463;0.2586;0.0255;0.1288;0.1184;0.2595;0.2897;-18.72410119;-47.52379520;912.597632;922.311370;-11.207861;2.079991;0.238895;2.318886;0.267844;8;1.045015;7.815178;0.052858;0.118387;0.129652;0.151542
