ID;GPS_TIME;H:M:S;X(m);Y(m);Z(m);SIGX(m);SIGY(m);SIGZ(m);DE(m);SIGDE(m);DN(m);SIGDN(m);DU(m);SIGDU(m);2D_ERROR(m);3D_ERROR(m);Lat(deg);Lon(deg);h_geo(m);H_Orto(m);dtr(m);TZH(m);TZW(m);TZD(m);GOM;N_SAT;LOM;Qui_Tab;HDOP;VDOP;PDOP;GDOP
1200;277185.00;04:59:45.00;4081095.4423;-4457449.2787;-2034743.0250;0.0057;0.0041;0.0022;-0.0215;0.0043;0.2488;0.0009;-0.0125;0.0059;0.2497;0.2501;-18.72410128;-47.52379521;912.456335;922.170072;-13.283981;2.079991;0.252041;2.332032;0.355443;8;3.331943;7.815178;0.004432;0.005916;0.007393;0.009502
1201;277200.00;05:00:00.00;4081095.4424;-4457449.2787;-2034743.0251;0.0057;0.0041;0.0022;-0.0215;0.0043;0.2488;0.0009;-0.0124;0.0059;0.2497;0.2500;-18.72410128;-47.52379521;912.456429;922.170166;-13.282821;2.079991;0.250469;2.330460;0.355500;8;1.308575;7.815178;0.004430;0.005914;0.007389;0.009496
1202;277215.00;05:00:15.00;4081095.4425;-4457449.2787;-2034743.0251;0.0057;0.0041;0.0022;-0.0215;0.0043;0.2488;0.0009;-0.0124;0.0059;0.2497;0.2500;-18.72410128;-47.52379521;912.456457;922.170194;-13.289807;2.079991;0.248935;2.328926;0.355382;8;0.564371;7.815178;0.004428;0.005911;0.007386;0.009491
1203;277230.00;05:00:30.00;4081095.4426;-4457449.2787;-2034743.0252;0.0057;0.0041;0.0021;-0.0214;0.0043;0.2488;0.0009;-0.0123;0.0059;0.2497;0.2500;-18.72410128;-47.52379521;912.456546;922.170283;-13.292601;2.079991;0.247182;2.327172;0.355524;8;1.668290;7.815178;0.004426;0.005908;0.007382;0.009486
1204;277245.00;05:00:45.00;4081095.4426;-4457449.2788;-2034743.0252;0.0057;0.0041;0.0021;-0.0214;0.0043;0.2487;0.0009;-0.0123;0.0059;0.2496;0.2499;-18.72410128;-47.52379521;912.456615;922.170352;-13.274466;2.079991;0.246159;2.326150;0.355605;8;1.412908;7.815178;0.004424;0.005905;0.007379;0.009480
1205;277260.00;05:01:00.00;4081095.4427;-4457449.2788;-2034743.0252;0.0057;0.0041;0.0021;-0.0213;0.0043;0.2487;0.0009;-0.0122;0.0059;0.2496;0.2499;-18.72410128;-47.52379521;912.456688;922.170425;-13.270084;2.079991;0.246059;2.326049;0.355615;8;1.106834;7.815178;0.004423;0.005902;0.007375;0.009475
1206;277275.00;05:01:15.00;4081095.4427;-4457449.2788;-2034743.0253;0.0057;0.0041;0.0021;-0.0213;0.0043;0.2487;0.0009;-0.0121;0.0059;0.2496;0.2499;-18.72410128;-47.52379521;912.456733;922.170470;-13.267921;2.079991;0.246394;2.326385;0.355594;8;0.978046;7.815178;0.004421;0.005900;0.007372;0.009469
1207;277290.00;05:01:30.00;4081095.4428;-4457449.2788;-2034743.0253;0.0057;0.0041;0.0021;-0.0213;0.0043;0.2487;0.0009;-0.0120;0.0059;0.2496;0.2499;-18.72410128;-47.52379521;912.456820;922.170557;-13.247520;2.079991;0.245541;2.325532;0.355575;8;0.987682;7.815178;0.004419;0.005897;0.007369;0.009463
1208;277305.00;05:01:45.00;4081095.4430;-4457449.2788;-2034743.0254;0.0057;0.0041;0.0021;-0.0212;0.0043;0.2486;0.0009;-0.0119;0.0059;0.2495;0.2498;-18.72410128;-47.52379521;912.456938;922.170675;-13.227302;2.079991;0.243688;2.323679;0.355627;8;1.286226;7.815178;0.004417;0.005894;0.007365;0.009458
1209;277320.00;05:02:00.00;4081095.4431;-4457449.2789;-2034743.0254;0.0057;0.0041;0.0021;-0.0211;0.0043;0.2486;0.0009;-0.0118;0.0059;0.2495;0.2498;-18.72410129;-47.52379521;912.457040;922.170777;-13.245260;2.079991;0.243694;2.323685;0.355624;8;1.054486;7.815178;0.004415;0.005891;0.007362;0.009452
1210;277335.00;05:02:15.00;4081095.4432;-4457449.2789;-2034743.0255;0.0057;0.0041;0.0021;-0.0210;0.0043;0.2486;0.0009;-0.0117;0.0059;0.2495;0.2498;-18.72410129;-47.52379521;912.457158;922.170896;-13.221091;2.079991;0.243532;2.323522;0.355828;8;1.938167;7.815178;0.004413;0.005889;0.007359;0.009446
1211;277350.00;05:02:30.00;4081095.4433;-4457449.2789;-2034743.0255;0.0057;0.0041;0.0021;-0.0210;0.0043;0.2486;0.0009;-0.0116;0.0059;0.2495;0.2497;-18.72410129;-47.52379520;912.457256;922.170994;-13.216710;2.079991;0.243511;2.323501;0.355974;8;1.690439;7.815178;0.004411;0.005886;0.007355;0.009441
1212;277365.00;05:02:45.00;4081095.4434;-4457449.2789;-2034743.0256;0.0057;0.0041;0.0021;-0.0209;0.0043;0.2486;0.0009;-0.0115;0.0059;0.2494;0.2497;-18.72410129;-47.52379520;912.457384;922.171122;-13.201060;2.079991;0.241582;2.321572;0.356057;8;1.423657;7.815178;0.004409;0.005883;0.007352;0.009435
1213;277380.00;05:03:00.00;4081095.4435;-4457449.2789;-2034743.0257;0.0057;0.0041;0.0021;-0.0208;0.0043;0.2485;0.0009;-0.0114;0.0059;0.2494;0.2497;-18.72410129;-47.52379520;912.457460;922.171197;-13.197186;2.079991;0.241776;2.321766;0.356067;8;1.112306;7.815178;0.004407;0.005880;0.007349;0.009429
1214;277395.00;05:03:15.00;4081095.4436;-4457449.2790;-2034743.0257;0.0057;0.0041;0.0021;-0.0208;0.0043;0.2485;0.0009;-0.0113;0.0059;0.2494;0.2496;-18.72410129;-47.52379520;912.457544;922.171281;-13.210981;2.079991;0.247295;2.327285;0.356226;8;1.747978;7.815178;0.004406;0.005878;0.007345;0.009423
1215;277410.00;05:03:30.00;4081095.4437;-4457449.2790;-2034743.0257;0.0057;0.0041;0.0021;-0.0207;0.0043;0.2485;0.0009;-0.0112;0.0059;0.2494;0.2496;-18.72410129;-47.52379520;912.457640;922.171377;-13.170371;2.079991;0.245850;2.325840;0.356165;8;0.807671;7.815178;0.004404;0.005875;0.007342;0.009417
1216;277425.00;05:03:45.00;4081095.4438;-4457449.2790;-2034743.0258;0.0057;0.0041;0.0021;-0.0207;0.0043;0.2485;0.0009;-0.0112;0.0059;0.2493;0.2496;-18.72410129;-47.52379520;912.457717;922.171454;-13.162856;2.079991;0.245341;2.325332;0.356529;8;2.627933;7.815178;0.004402;0.005872;0.007339;0.009411
1217;277440.00;05:03:60.00;4081095.4439;-4457449.2790;-2034743.0258;0.0057;0.0041;0.0021;-0.0206;0.0043;0.2485;0.0009;-0.0111;0.0059;0.2493;0.2496;-18.72410129;-47.52379520;912.457807;922.171545;-13.173704;2.079991;0.245468;2.325459;0.356623;8;1.474169;7.815178;0.004400;0.005870;0.007336;0.009404
1218;277455.00;05:04:15.00;4081095.4440;-4457449.2790;-2034743.0259;0.0057;0.0041;0.0021;-0.0206;0.0043;0.2485;0.0009;-0.0110;0.0059;0.2493;0.2496;-18.72410129;-47.52379520;912.457858;922.171596;-13.209207;2.079991;0.247514;2.327505;0.356579;8;0.880156;7.815178;0.004398;0.005867;0.007332;0.009398
1219;277470.00;05:04:30.00;4081095.4441;-4457449.2790;-2034743.0259;0.0057;0.0041;0.0021;-0.0205;0.0043;0.2484;0.0009;-0.0109;0.0059;0.2493;0.2495;-18.72410129;-47.52379520;912.457976;922.171714;-13.239467;2.079991;0.247988;2.327979;0.356520;8;0.818554;7.815178;0.004396;0.005864;0.007329;0.009392
1220;277485.00;05:04:45.00;4081095.4442;-4457449.2791;-2034743.0260;0.0057;0.0041;0.0021;-0.0204;0.0043;0.2484;0.0009;-0.0108;0.0059;0.2492;0.2495;-18.72410129;-47.52379520;912.458103;922.171840;-13.210352;2.079991;0.243720;2.323710;0.356628;8;1.532602;7.815178;0.004395;0.005862;0.007326;0.009386
1221;277500.00;05:04:60.00;4081095.4443;-4457449.2791;-2034743.0260;0.0057;0.0041;0.0021;-0.0203;0.0043;0.2484;0.0009;-0.0107;0.0059;0.2492;0.2495;-18.72410129;-47.52379520;912.458218;922.171956;-13.230457;2.079991;0.246162;2.326152;0.356699;8;1.377753;7.815178;0.004393;0.005859;0.007323;0.009379
1222;277515.00;05:05:15.00;4081095.4444;-4457449.2791;-2034743.0261;0.0057;0.0041;0.0021;-0.0203;0.0043;0.2484;0.0009;-0.0106;0.0059;0.2492;0.2494;-18.72410129;-47.52379520;912.458242;922.171979;-13.256915;2.079991;0.249586;2.329577;0.356974;8;2.251203;7.815178;0.004391;0.005856;0.007320;0.009373
1223;277530.00;05:05:30.00;4081095.4445;-4457449.2791;-2034743.0261;0.0057;0.0041;0.0021;-0.0203;0.0043;0.2484;0.0009;-0.0105;0.0059;0.2492;0.2494;-18.72410129;-47.52379520;912.458324;922.172061;-13.273789;2.079991;0.249510;2.329500;0.357051;8;1.403918;7.815178;0.004389;0.005854;0.007316;0.009366
1224;277545.00;05:05:45.00;4081095.4445;-4457449.2791;-2034743.0261;0.0057;0.0041;0.0021;-0.0202;0.0043;0.2484;0.0009;-0.0105;0.0059;0.2492;0.2494;-18.72410129;-47.52379520;912.458386;922.172123;-13.297172;2.079991;0.250099;2.330090;0.356978;8;0.755671;7.815178;0.004388;0.005851;0.007313;0.009360
1225;277560.00;05:05:60.00;4081095.4446;-4457449.2792;-2034743.0261;0.0057;0.0041;0.0021;-0.0202;0.0043;0.2484;0.0009;-0.0104;0.0058;0.2492;0.2494;-18.72410129;-47.52379520;912.458457;922.172194;-13.315035;2.079991;0.250422;2.330413;0.356958;8;0.985948;7.815178;0.004386;0.005848;0.007310;0.009353
1226;277575.00;05:06:15.00;4081095.4447;-4457449.2792;-2034743.0262;0.0056;0.0041;0.0021;-0.0201;0.0043;0.2483;0.0009;-0.0103;0.0058;0.2491;0.2494;-18.72410129;-47.52379520;912.458525;922.172262;-13.340927;2.079991;0.254944;2.334934;0.357053;8;1.480479;7.815178;0.004384;0.005846;0.007307;0.009347
1227;277590.00;05:06:30.00;4081095.4448;-4457449.2792;-2034743.0262;0.0056;0.0041;0.0021;-0.0201;0.0043;0.2483;0.0009;-0.0103;0.0058;0.2491;0.2493;-18.72410129;-47.52379520;912.458601;922.172338;-13.319157;2.079991;0.253265;2.333256;0.357057;8;1.090109;7.815178;0.004382;0.005843;0.007304;0.009340
1228;277605.00;05:06:45.00;4081095.4448;-4457449.2792;-2034743.0263;0.0056;0.0041;0.0021;-0.0200;0.0043;0.2483;0.0009;-0.0102;0.0058;0.2491;0.2493;-18.72410129;-47.52379520;912.458628;922.172365;-13.333488;2.079991;0.252856;2.332846;0.357058;8;1.076454;7.815178;0.004381;0.005840;0.007301;0.009334
1229;277620.00;05:06:60.00;4081095.4449;-4457449.2792;-2034743.0263;0.0056;0.0041;0.0021;-0.0200;0.0043;0.2483;0.0009;-0.0101;0.0058;0.2491;0.2493;-18.72410129;-47.52379520;912.458719;922.172457;-13.326693;2.079991;0.251897;2.331887;0.357272;8;1.995429;7.815178;0.004379;0.005838;0.007298;0.009327
1230;277635.00;05:07:15.00;4081095.4450;-4457449.2792;-2034743.0263;0.0056;0.0041;0.0021;-0.0199;0.0043;0.2483;0.0009;-0.0101;0.0058;0.2491;0.2493;-18.72410129;-47.52379519;912.458784;922.172521;-13.326519;2.079991;0.250258;2.330248;0.357306;8;1.219715;7.815178;0.004377;0.005835;0.007294;0.009320
1231;277650.00;05:07:30.00;4081095.4451;-4457449.2792;-2034743.0264;0.0056;0.0041;0.0021;-0.0198;0.0043;0.2482;0.0009;-0.0100;0.0058;0.2490;0.2492;-18.72410129;-47.52379519;912.458907;922.172644;-13.343113;2.079991;0.250974;2.330964;0.357395;8;1.456272;7.815178;0.004376;0.005832;0.007291;0.009313
1232;277665.00;05:07:45.00;4081095.4453;-4457449.2792;-2034743.0265;0.0056;0.0041;0.0021;-0.0197;0.0043;0.2482;0.0009;-0.0098;0.0058;0.2490;0.2492;-18.72410129;-47.52379519;912.459059;922.172796;-13.307749;2.079991;0.248091;2.328082;0.357463;8;1.368086;7.815178;0.004374;0.005830;0.007288;0.009307
1233;277680.00;05:07:60.00;4081095.4454;-4457449.2793;-2034743.0265;0.0056;0.0041;0.0021;-0.0196;0.0043;0.2482;0.0009;-0.0097;0.0058;0.2490;0.2492;-18.72410129;-47.52379519;912.459161;922.172898;-13.278187;2.079991;0.245771;2.325761;0.357450;8;1.015264;7.815178;0.004372;0.005827;0.007285;0.009300
1234;277695.00;05:08:15.00;4081095.4455;-4457449.2793;-2034743.0266;0.0056;0.0041;0.0021;-0.0196;0.0043;0.2482;0.0009;-0.0096;0.0058;0.2490;0.2491;-18.72410129;-47.52379519;912.459247;922.172984;-13.315728;2.079991;0.246036;2.326027;0.357501;8;1.292061;7.815178;0.004371;0.005824;0.007282;0.009293
1235;277710.00;05:08:30.00;4081095.4456;-4457449.2793;-2034743.0266;0.0056;0.0041;0.0021;-0.0195;0.0043;0.2482;0.0009;-0.0095;0.0058;0.2489;0.2491;-18.72410129;-47.52379519;912.459366;922.173103;-13.347042;2.079991;0.246160;2.326151;0.357503;8;1.083622;7.815178;0.004369;0.005822;0.007279;0.009286
1236;277725.00;05:08:45.00;4081095.4458;-4457449.2793;-2034743.0267;0.0056;0.0041;0.0021;-0.0194;0.0043;0.2481;0.0009;-0.0094;0.0058;0.2489;0.2491;-18.72410129;-47.52379519;912.459460;922.173198;-13.336053;2.079991;0.243256;2.323246;0.357530;8;1.191405;7.815178;0.004368;0.005819;0.007276;0.009279
1237;277740.00;05:08:60.00;4081095.4458;-4457449.2793;-2034743.0267;0.0056;0.0041;0.0021;-0.0194;0.0043;0.2481;0.0009;-0.0093;0.0058;0.2489;0.2491;-18.72410129;-47.52379519;912.459546;922.173284;-13.362478;2.079991;0.242651;2.322642;0.357478;8;0.844005;7.815178;0.004366;0.005816;0.007273;0.009272
1238;277755.00;05:09:15.00;4081095.4459;-4457449.2793;-2034743.0267;0.0056;0.0041;0.0021;-0.0193;0.0043;0.2481;0.0009;-0.0092;0.0058;0.2489;0.2490;-18.72410129;-47.52379519;912.459626;922.173363;-13.359904;2.079991;0.241156;2.321147;0.357488;8;1.116095;7.815178;0.004364;0.005814;0.007270;0.009265
1239;277770.00;05:09:30.00;4081095.4460;-4457449.2794;-2034743.0268;0.0056;0.0041;0.0021;-0.0193;0.0043;0.2481;0.0009;-0.0092;0.0058;0.2488;0.2490;-18.72410129;-47.52379519;912.459714;922.173451;-13.360130;2.079991;0.241413;2.321403;0.357446;8;0.890207;7.815178;0.004363;0.005811;0.007266;0.009258
1240;277785.00;05:09:45.00;4081095.4461;-4457449.2794;-2034743.0268;0.0056;0.0041;0.0021;-0.0193;0.0043;0.2481;0.0009;-0.0091;0.0058;0.2488;0.2490;-18.72410129;-47.52379519;912.459774;922.173512;-13.362613;2.079991;0.242814;2.322805;0.357407;8;0.900262;7.815178;0.004361;0.005808;0.007263;0.009251
1241;277800.00;05:10:00.00;4081095.4462;-4457449.2794;-2034743.0269;0.0056;0.0041;0.0021;-0.0192;0.0043;0.2481;0.0009;-0.0090;0.0058;0.2488;0.2490;-18.72410129;-47.52379519;912.459887;922.173624;-13.379647;2.079991;0.243302;2.323293;0.357374;8;0.929205;7.815178;0.004360;0.005806;0.007260;0.009243
1242;277815.00;05:10:15.00;4081095.4463;-4457449.2794;-2034743.0269;0.0056;0.0041;0.0021;-0.0191;0.0043;0.2481;0.0009;-0.0089;0.0058;0.2488;0.2490;-18.72410129;-47.52379519;912.459963;922.173701;-13.388534;2.079991;0.246227;2.326218;0.357358;8;1.003909;7.815178;0.004358;0.005803;0.007257;0.009236
1243;277830.00;05:10:30.00;4081095.4464;-4457449.2794;-2034743.0270;0.0056;0.0041;0.0021;-0.0191;0.0043;0.2480;0.0009;-0.0088;0.0058;0.2488;0.2489;-18.72410129;-47.52379519;912.460054;922.173791;-13.410732;2.079991;0.245535;2.325526;0.357487;8;1.636568;7.815178;0.004357;0.005800;0.007254;0.009229
1244;277845.00;05:10:45.00;4081095.4464;-4457449.2795;-2034743.0270;0.0056;0.0041;0.0021;-0.0191;0.0043;0.2481;0.0009;-0.0088;0.0058;0.2488;0.2489;-18.72410129;-47.52379519;912.460097;922.173834;-13.426383;2.079991;0.242946;2.322937;0.357682;8;1.924677;7.815178;0.004355;0.005797;0.007251;0.009222
1245;277860.00;05:11:00.00;4081095.4465;-4457449.2795;-2034743.0270;0.0056;0.0041;0.0021;-0.0190;0.0043;0.2480;0.0009;-0.0087;0.0058;0.2488;0.2489;-18.72410129;-47.52379519;912.460201;922.173939;-13.426371;2.079991;0.245001;2.324991;0.357734;8;1.297146;7.815178;0.004353;0.005795;0.007248;0.009215
1246;277875.00;05:11:15.00;4081095.4467;-4457449.2795;-2034743.0271;0.0056;0.0041;0.0021;-0.0189;0.0043;0.2480;0.0009;-0.0085;0.0058;0.2487;0.2489;-18.72410129;-47.52379519;912.460374;922.174111;-13.415647;2.079991;0.249047;2.329038;0.358094;8;2.651748;7.815178;0.004352;0.005792;0.007245;0.009207
1247;277890.00;05:11:30.00;4081095.4468;-4457449.2796;-2034743.0271;0.0056;0.0041;0.0021;-0.0188;0.0043;0.2480;0.0009;-0.0084;0.0058;0.2487;0.2488;-18.72410129;-47.52379518;912.460471;922.174208;-13.382859;2.079991;0.246616;2.326606;0.358028;8;0.786005;7.815178;0.004350;0.005789;0.007242;0.009200
1248;277905.00;05:11:45.00;4081095.4469;-4457449.2796;-2034743.0272;0.0056;0.0041;0.0021;-0.0187;0.0043;0.2480;0.0009;-0.0083;0.0058;0.2487;0.2488;-18.72410129;-47.52379518;912.460576;922.174313;-13.386782;2.079991;0.247649;2.327640;0.358208;8;1.861588;7.815178;0.004349;0.005786;0.007239;0.009193
1249;277920.00;05:12:00.00;4081095.4470;-4457449.2796;-2034743.0272;0.0056;0.0041;0.0021;-0.0187;0.0043;0.2480;0.0009;-0.0082;0.0058;0.2487;0.2488;-18.72410129;-47.52379518;912.460653;922.174390;-13.371836;2.079991;0.247886;2.327877;0.358211;8;1.089459;7.815178;0.004347;0.005784;0.007235;0.009185
1250;277935.00;05:12:15.00;4081095.4471;-4457449.2796;-2034743.0272;0.0056;0.0041;0.0021;-0.0186;0.0043;0.2480;0.0009;-0.0082;0.0058;0.2487;0.2488;-18.72410129;-47.52379518;912.460687;922.174424;-13.388459;2.079991;0.248851;2.328841;0.358274;8;1.348770;7.815178;0.004346;0.005781;0.007232;0.009178
1251;277950.00;05:12:30.00;4081095.4472;-4457449.2796;-2034743.0273;0.0056;0.0041;0.0021;-0.0186;0.0043;0.2479;0.0009;-0.0081;0.0058;0.2486;0.2488;-18.72410129;-47.52379518;912.460759;922.174496;-13.383881;2.079991;0.247130;2.327120;0.358238;8;0.919992;7.815178;0.004344;0.005778;0.007229;0.009171
1252;277965.00;05:12:45.00;4081095.4473;-4457449.2796;-2034743.0273;0.0056;0.0041;0.0021;-0.0185;0.0042;0.2479;0.0009;-0.0080;0.0058;0.2486;0.2487;-18.72410129;-47.52379518;912.460856;922.174594;-13.389917;2.079991;0.242000;2.321991;0.358337;8;1.507190;7.815178;0.004343;0.005775;0.007226;0.009163
1253;277980.00;05:13:00.00;4081095.4474;-4457449.2796;-2034743.0274;0.0056;0.0041;0.0021;-0.0185;0.0042;0.2479;0.0009;-0.0079;0.0058;0.2486;0.2487;-18.72410129;-47.52379518;912.460944;922.174681;-13.419250;2.079991;0.246075;2.326065;0.358385;8;1.287620;7.815178;0.004341;0.005773;0.007223;0.009156
1254;277995.00;05:13:15.00;4081095.4475;-4457449.2797;-2034743.0274;0.0056;0.0041;0.0021;-0.0184;0.0042;0.2479;0.0009;-0.0078;0.0058;0.2486;0.2487;-18.72410129;-47.52379518;912.461082;922.174819;-13.440609;2.079991;0.251837;2.331828;0.358568;8;1.879260;7.815178;0.004340;0.005770;0.007220;0.009148
1255;278010.00;05:13:30.00;4081095.4476;-4457449.2797;-2034743.0275;0.0056;0.0041;0.0021;-0.0183;0.0042;0.2479;0.0009;-0.0077;0.0058;0.2485;0.2487;-18.72410129;-47.52379518;912.461188;922.174925;-13.413093;2.079991;0.251292;2.331282;0.358749;8;1.873944;7.815178;0.004339;0.005767;0.007217;0.009141
1256;278025.00;05:13:45.00;4081095.4478;-4457449.2797;-2034743.0275;0.0056;0.0041;0.0021;-0.0182;0.0042;0.2478;0.0009;-0.0076;0.0058;0.2485;0.2486;-18.72410129;-47.52379518;912.461301;922.175038;-13.402552;2.079991;0.250003;2.329994;0.358791;8;1.263767;7.815178;0.004337;0.005764;0.007213;0.009133
1257;278040.00;05:14:00.00;4081095.4479;-4457449.2797;-2034743.0276;0.0056;0.0041;0.0021;-0.0182;0.0042;0.2478;0.0009;-0.0075;0.0058;0.2485;0.2486;-18.72410129;-47.52379518;912.461396;922.175133;-13.384790;2.079991;0.250201;2.330192;0.358878;8;1.459081;7.815178;0.004336;0.005761;0.007210;0.009126
1258;278055.00;05:14:15.00;4081095.4479;-4457449.2797;-2034743.0276;0.0056;0.0041;0.0021;-0.0181;0.0042;0.2478;0.0009;-0.0074;0.0058;0.2485;0.2486;-18.72410129;-47.52379518;912.461470;922.175208;-13.395372;2.079991;0.254568;2.334558;0.359120;8;2.142325;7.815178;0.004334;0.005758;0.007207;0.009118
1259;278070.00;05:14:30.00;4081095.4481;-4457449.2797;-2034743.0277;0.0056;0.0041;0.0021;-0.0180;0.0042;0.2478;0.0009;-0.0073;0.0058;0.2485;0.2486;-18.72410129;-47.52379518;912.461558;922.175296;-13.362499;2.079991;0.256163;2.336153;0.359092;8;0.955931;7.815178;0.004333;0.005755;0.007204;0.009110
1260;278085.00;05:14:45.00;4081095.4481;-4457449.2798;-2034743.0277;0.0056;0.0041;0.0021;-0.0180;0.0042;0.2478;0.0009;-0.0072;0.0058;0.2484;0.2485;-18.72410129;-47.52379518;912.461659;922.175396;-13.352667;2.079991;0.255584;2.335575;0.359214;8;1.615536;7.815178;0.004331;0.005752;0.007201;0.009103
1261;278100.00;05:15:00.00;4081095.4482;-4457449.2798;-2034743.0277;0.0056;0.0041;0.0021;-0.0179;0.0042;0.2478;0.0009;-0.0071;0.0057;0.2484;0.2485;-18.72410129;-47.52379518;912.461754;922.175492;-13.330570;2.079991;0.254850;2.334841;0.359288;8;1.404068;7.815178;0.004330;0.005750;0.007198;0.009095
1262;278115.00;05:15:15.00;4081095.4483;-4457449.2798;-2034743.0278;0.0055;0.0041;0.0021;-0.0179;0.0042;0.2478;0.0009;-0.0071;0.0057;0.2484;0.2485;-18.72410129;-47.52379518;912.461771;922.175508;-13.276531;2.079991;0.253178;2.333169;0.359275;8;1.024289;7.815178;0.004328;0.005747;0.007194;0.009087
1263;278130.00;05:15:30.00;4081095.4484;-4457449.2798;-2034743.0278;0.0055;0.0041;0.0021;-0.0178;0.0042;0.2477;0.0009;-0.0070;0.0057;0.2484;0.2485;-18.72410129;-47.52379518;912.461879;922.175616;-13.261668;2.079991;0.252464;2.332455;0.359243;8;0.933279;7.815178;0.004327;0.005744;0.007191;0.009080
1264;278145.00;05:15:45.00;4081095.4485;-4457449.2799;-2034743.0279;0.0055;0.0041;0.0021;-0.0178;0.0042;0.2477;0.0009;-0.0069;0.0057;0.2484;0.2485;-18.72410129;-47.52379517;912.462002;922.175739;-13.237615;2.079991;0.251274;2.331265;0.359189;8;0.838389;7.815178;0.004326;0.005741;0.007188;0.009072
1265;278160.00;05:15:60.00;4081095.4486;-4457449.2799;-2034743.0279;0.0055;0.0041;0.0021;-0.0177;0.0042;0.2477;0.0009;-0.0068;0.0057;0.2484;0.2485;-18.72410129;-47.52379517;912.462083;922.175820;-13.237677;2.079991;0.253179;2.333170;0.359090;8;0.641184;7.815178;0.004324;0.005738;0.007185;0.009064
1266;278175.00;05:16:15.00;4081095.4487;-4457449.2799;-2034743.0280;0.0055;0.0041;0.0021;-0.0176;0.0042;0.2477;0.0009;-0.0067;0.0057;0.2483;0.2484;-18.72410129;-47.52379517;912.462173;922.175910;-13.199062;2.079991;0.252706;2.332697;0.359197;8;1.551549;7.815178;0.004323;0.005735;0.007181;0.009057
1267;278190.00;05:16:30.00;4081095.4488;-4457449.2799;-2034743.0280;0.0055;0.0041;0.0021;-0.0176;0.0042;0.2477;0.0009;-0.0066;0.0057;0.2483;0.2484;-18.72410129;-47.52379517;912.462254;922.175992;-13.178175;2.079991;0.250904;2.330894;0.359117;8;0.720087;7.815178;0.004322;0.005732;0.007178;0.009049
1268;278205.00;05:16:45.00;4081095.4490;-4457449.2800;-2034743.0281;0.0055;0.0041;0.0021;-0.0175;0.0042;0.2477;0.0009;-0.0064;0.0057;0.2483;0.2484;-18.72410129;-47.52379517;912.462429;922.176166;-13.163789;2.079991;0.253924;2.333914;0.359565;8;3.068231;7.815178;0.004320;0.005728;0.007175;0.009041
1269;278220.00;05:16:60.00;4081095.4491;-4457449.2800;-2034743.0281;0.0055;0.0041;0.0021;-0.0174;0.0042;0.2477;0.0009;-0.0063;0.0057;0.2483;0.2484;-18.72410129;-47.52379517;912.462542;922.176279;-13.136661;2.079991;0.254239;2.334230;0.359648;8;1.448224;7.815178;0.004319;0.005725;0.007172;0.009033
1270;278235.00;05:17:15.00;4081095.4492;-4457449.2800;-2034743.0282;0.0055;0.0041;0.0021;-0.0174;0.0042;0.2476;0.0009;-0.0062;0.0057;0.2482;0.2483;-18.72410129;-47.52379517;912.462632;922.176369;-13.140196;2.079991;0.252338;2.332328;0.359745;8;1.512927;7.815178;0.004317;0.005722;0.007168;0.009026
1271;278250.00;05:17:30.00;4081095.4493;-4457449.2800;-2034743.0282;0.0055;0.0041;0.0021;-0.0173;0.0042;0.2476;0.0009;-0.0061;0.0057;0.2482;0.2483;-18.72410129;-47.52379517;912.462730;922.176467;-13.121653;2.079991;0.252465;2.332456;0.359809;8;1.364602;7.815178;0.004316;0.005719;0.007165;0.009018
1272;278265.00;05:17:45.00;4081095.4493;-4457449.2801;-2034743.0282;0.0055;0.0041;0.0021;-0.0173;0.0042;0.2476;0.0009;-0.0061;0.0057;0.2482;0.2483;-18.72410129;-47.52379517;912.462802;922.176539;-13.094260;2.079991;0.248806;2.328797;0.359824;8;1.146518;7.815178;0.004315;0.005716;0.007162;0.009010
1273;278280.00;05:17:60.00;4081095.4494;-4457449.2801;-2034743.0283;0.0055;0.0041;0.0021;-0.0172;0.0042;0.2476;0.0009;-0.0060;0.0057;0.2482;0.2483;-18.72410129;-47.52379517;912.462901;922.176638;-13.064300;2.079991;0.249829;2.329820;0.359844;8;1.165382;7.815178;0.004313;0.005713;0.007158;0.009002
1274;278295.00;05:18:15.00;4081095.4495;-4457449.2801;-2034743.0284;0.0055;0.0041;0.0021;-0.0172;0.0042;0.2475;0.0009;-0.0059;0.0057;0.2481;0.2482;-18.72410129;-47.52379517;912.463003;922.176740;-13.055173;2.079991;0.248272;2.328263;0.359988;8;1.725657;7.815178;0.004312;0.005710;0.007155;0.008994
1275;278310.00;05:18:30.00;4081095.4496;-4457449.2801;-2034743.0284;0.0055;0.0041;0.0021;-0.0171;0.0042;0.2475;0.0009;-0.0058;0.0057;0.2481;0.2482;-18.72410130;-47.52379517;912.463109;922.176846;-13.056019;2.079991;0.250282;2.330272;0.360056;8;1.383634;7.815178;0.004311;0.005706;0.007152;0.008987
1276;278325.00;05:18:45.00;4081095.4497;-4457449.2802;-2034743.0285;0.0055;0.0041;0.0020;-0.0171;0.0042;0.2475;0.0009;-0.0057;0.0057;0.2481;0.2482;-18.72410130;-47.52379517;912.463217;922.176954;-13.041869;2.079991;0.250373;2.330364;0.360146;8;1.481528;7.815178;0.004309;0.005703;0.007148;0.008979
